Categoria: Tutte le categorie;;;;
;;;;
Settimana,Leonardo da Vinci: (Italia);;;;
2022-01-02,62;;;;62
2022-01-09,57;;;;57
2022-01-16,59;;;;59
2022-01-23,55;;;;55
2022-01-30,52;;;;52
2022-02-06,57;;;;57
2022-02-13,59;;;;59
2022-02-20,53;;;;53
2022-02-27,54;;;;54
2022-03-06,54;;;;54
2022-03-13,57;;;;57
2022-03-20,69;;;;69
2022-03-27,72;;;;72
2022-04-03,72;;;;72
2022-04-10,69;;;;69
2022-04-17,80;;;;80
2022-04-24,63;;;;63
2022-05-01,61;;;;61
2022-05-08,66;;;;66
2022-05-15,75;;;;75
2022-05-22,58;;;;58
2022-05-29,66;;;;66
2022-06-05,45;;;;45
2022-06-12,43;;;;43
2022-06-19,45;;;;45
2022-06-26,46;;;;46
2022-07-03,43;;;;43
2022-07-10,47;;;;47
2022-07-17,46;;;;46
2022-07-24,46;;;;46
2022-07-31,46;;;;46
2022-08-07,48;;;;48
2022-08-14,60;;;;60
2022-08-21,49;;;;49
2022-08-28,45;;;;45
2022-09-04,46;;;;46
2022-09-11,55;;;;55
2022-09-18,55;;;;55
2022-09-25,53;;;;53
2022-10-02,59;;;;59
2022-10-09,55;;;;55
2022-10-16,58;;;;58
2022-10-23,59;;;;59
2022-10-30,52;;;;52
2022-11-06,53;;;;53
2022-11-13,48;;;;48
2022-11-20,51;;;;51
2022-11-27,55;;;;55
2022-12-04,52;;;;52
2022-12-11,53;;;;53
2022-12-18,44;;;;44
2022-12-25,69;;;;69
2023-01-01,64;;;;64
2023-01-08,55;;;;55
2023-01-15,48;;;;48
2023-01-22,51;;;;51
2023-01-29,54;;;;54
2023-02-05,50;;;;50
2023-02-12,54;;;;54
2023-02-19,53;;;;53
2023-02-26,58;;;;58
2023-03-05,74;;;;74
2023-03-12,100;;;;100
2023-03-19,70;;;;70
2023-03-26,78;;;;78
;;;;
;;;TOTALE;3705
;;;;
