Categoria: Tutte le categorie;;;;
;;;;
Settimana,Benito Mussolini: (Italia);;;;
2022-01-02,29;;;;29
2022-01-09,28;;;;28
2022-01-16,43;;;;43
2022-01-23,46;;;;46
2022-01-30,36;;;;36
2022-02-06,39;;;;39
2022-02-13,39;;;;39
2022-02-20,39;;;;39
2022-02-27,40;;;;40
2022-03-06,39;;;;39
2022-03-13,39;;;;39
2022-03-20,36;;;;36
2022-03-27,42;;;;42
2022-04-03,36;;;;36
2022-04-10,37;;;;37
2022-04-17,42;;;;42
2022-04-24,61;;;;61
2022-05-01,38;;;;38
2022-05-08,38;;;;38
2022-05-15,35;;;;35
2022-05-22,39;;;;39
2022-05-29,39;;;;39
2022-06-05,39;;;;39
2022-06-12,33;;;;33
2022-06-19,35;;;;35
2022-06-26,44;;;;44
2022-07-03,38;;;;38
2022-07-10,26;;;;26
2022-07-17,30;;;;30
2022-07-24,40;;;;40
2022-07-31,31;;;;31
2022-08-07,31;;;;31
2022-08-14,40;;;;40
2022-08-21,36;;;;36
2022-08-28,35;;;;35
2022-09-04,37;;;;37
2022-09-11,40;;;;40
2022-09-18,52;;;;52
2022-09-25,92;;;;92
2022-10-02,41;;;;41
2022-10-09,50;;;;50
2022-10-16,65;;;;65
2022-10-23,100;;;;100
2022-10-30,90;;;;90
2022-11-06,43;;;;43
2022-11-13,46;;;;46
2022-11-20,30;;;;30
2022-11-27,33;;;;33
2022-12-04,31;;;;31
2022-12-11,42;;;;42
2022-12-18,36;;;;36
2022-12-25,36;;;;36
2023-01-01,33;;;;33
2023-01-08,28;;;;28
2023-01-15,34;;;;34
2023-01-22,40;;;;40
2023-01-29,44;;;;44
2023-02-05,38;;;;38
2023-02-12,37;;;;37
2023-02-19,34;;;;34
2023-02-26,34;;;;34
2023-03-05,38;;;;38
2023-03-12,59;;;;59
2023-03-19,44;;;;44
2023-03-26,40;;;;40
;;;;
;;;TOTALE;2685
